"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"10/05/2017","P17BP06207","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/05/2017","P17BP06205","Building Permit","Single Family Residence Addition","Issued",,
"10/05/2017","P17BP06196","Building Permit","Single Family Residence Addition - Permfor P07CP00088 COMBO/BVIO -","Void",,
"10/04/2017","P17BP06191","Building Permit","Commercial Building Addition","Application Expired",,
"10/04/2017","P17BP06187","Building Permit","Commercial Building Alteration","C of O",,
"10/04/2017","P17BP06184","Building Permit","Single Family Residence Addition","Final",,
"10/04/2017","P17BP06180","Building Permit","Single Family Residence Alteration","Issued",,
"10/04/2017","P17BP06179","Building Permit","Single Family Residence Addition","Final",,
"10/04/2017","P17BP06178","Building Permit","Single Family Residence Alteration","Final",,
"10/04/2017","P17BP06174","Building Permit","Single Family Residence Addition","Final",,
"10/04/2017","P17BP06171","Building Permit","Single Family Residence New","Final",,
"10/04/2017","P17BP06168","Building Permit","Single Family Residence New","Issued",,
"10/04/2017","P17BP06167","Building Permit","Single Family Residence Addition","Final",,
"10/03/2017","P17BP06166","Building Permit","Single Family Residence New","Final",,
"10/03/2017","P17BP06164","Building Permit","Single Family Residence New - COMBO/SNEW - Permit renewal for P08CP00049","Final",,
"10/03/2017","P17BP06160","Building Permit","Single Family Residence New","Issued",,
"10/03/2017","P17BP06159","Building Permit","Single Family Residence Addition","Final",,
"10/03/2017","P17BP06158","Building Permit","Tenant Improvement","C of O",,
"10/03/2017","P17BP06155","Building Permit","Single Family Residence Alteration","Final",,
"10/03/2017","P17BP06153","Building Permit","Single Family Residence New","Issued",,
"10/03/2017","P17BP06152","Building Permit","Single Family Residence New","Issued",,
"10/03/2017","P17BP06150","Building Permit","Single Family Residence Addition","Issued",,
"10/03/2017","P17BP06148","Building Permit","Commercial Building Alteration","C of O",,
"10/03/2017","P17BP06147","Building Permit","Single Family Residence New","Issued",,
"10/03/2017","P17BP06146","Building Permit","Single Family Residence New","Issued",,
"10/03/2017","P17BP06145","Building Permit","Single Family Residence New","Final",,
"10/03/2017","P17BP06144","Building Permit","Single Family Residence New","Final",,
"10/03/2017","P17BP06141","Building Permit","Single Family Residence New","Final",,
"10/03/2017","P17BP06136","Building Permit","Commercial Building New","Deficient",,
"10/02/2017","P17BP06135","Building Permit","Single Family Residence Addition","Issued",,
"10/02/2017","P17BP06134","Building Permit","Single Family Residence New","Final",,
"10/02/2017","P17BP06133","Building Permit","Single Family Residence Addition","Application Expired",,
"10/02/2017","P17BP06131","Building Permit","Single Family Residence New","Issued",,
"10/02/2017","P17BP06130","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/02/2017","P17BP06126","Building Permit","Single Family Residence Addition","Final",,
"10/02/2017","P17BP06125","Building Permit","Single Family Residence Addition","Final",,
"10/02/2017","P17BP06124","Building Permit","Single Family Residence Addition","Final",,
"10/02/2017","P17BP06119","Building Permit","Commercial Building Alteration","Final",,
"09/29/2017","P17BP06110","Building Permit","Single Family Residence New","Issued",,
"09/29/2017","P17BP06109","Building Permit","Single Family Residence New","Final",,
"09/29/2017","P17BP06108","Building Permit","Single Family Residence New","Final",,
"09/29/2017","P17BP06107","Building Permit","Single Family Residence New","Issued",,
"09/29/2017","P17BP06105","Building Permit","Single Family Residence New","Final",,
"09/29/2017","P17BP06097","Building Permit","Single Family Residence Addition","Permit Expired",,
"09/29/2017","P17BP06095","Building Permit","Single Family Residence New","Final",,
"09/29/2017","P17BP06093","Building Permit","Single Family Residence Addition","Final",,
"09/29/2017","P17BP06089","Building Permit","Single Family Residence Addition","Final",,
"09/29/2017","P17BP06088","Building Permit","Single Family Residence Addition","Permit Expired",,
"09/28/2017","P17BP06087","Building Permit","Single Family Residence Addition","Final",,
"09/28/2017","P17BP06085","Building Permit","Commercial Building Alteration","C of O",,
"09/28/2017","P17BP06084","Building Permit","Single Family Residence New","Final",,
"09/28/2017","P17BP06080","Building Permit","Tenant Improvement","C of O",,
"09/28/2017","P17BP06077","Building Permit","Commercial Building Alteration","Permit Expired",,
"09/28/2017","P17BP06076","Building Permit","Commercial Building Other","Final",,
"09/28/2017","P17BP06071","Building Permit","Single Family Residence Alteration","Permit Expired",,
"09/28/2017","P17BP06065","Building Permit","Single Family Residence New","Final",,
"09/28/2017","P17BP06064","Building Permit","Single Family Residence New","Final",,
"09/28/2017","P17BP06063","Building Permit","Single Family Residence New","Final",,
"09/28/2017","P17BP06062","Building Permit","Single Family Residence New","Final",,
"09/28/2017","P17BP06060","Building Permit","Single Family Residence Addition","Final",,
"09/28/2017","P17BP06057","Building Permit","Commercial Building Other","Final",,
"09/28/2017","P17BP06052","Building Permit","Single Family Residence Alteration","Final",,
"09/27/2017","P17BP06047","Building Permit","Single Family Residence New","Withdrawn",,
"09/27/2017","P17BP06045","Building Permit","Commercial Building Addition","C of O",,
"09/27/2017","P17BP06044","Building Permit","Single Family Residence Addition","Application Expired",,
"09/27/2017","P17BP06042","Building Permit","Commercial Building Other","Issued",,
"09/27/2017","P17BP06037","Building Permit","Single Family Residence New","Final",,
"09/27/2017","P17BP06036","Building Permit","Single Family Residence Alteration","Final",,
"09/27/2017","P17BP06035","Building Permit","Single Family Residence New","Final",,
"09/27/2017","P17BP06032","Building Permit","Single Family Residence Addition","Final",,
"09/27/2017","P17BP06026","Building Permit","Commercial Building Alteration","Permit Expired",,
"09/27/2017","P17BP06024","Building Permit","Single Family Residence Addition","Final",,
"09/27/2017","P17BP06023","Building Permit","Single Family Residence Addition","Issued",,
"09/26/2017","P17BP06018","Building Permit","Single Family Residence New","Final",,
"09/26/2017","P17BP06014","Building Permit","Commercial Building Other","Withdrawn",,
"09/25/2017","P17BP06004","Building Permit","Single Family Residence Addition","Permit Expired",,
"09/25/2017","P17BP05999","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05998","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05997","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05996","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05995","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05994","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05992","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05989","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05988","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05986","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05985","Building Permit","Single Family Residence New","Final",,
"09/25/2017","P17BP05980","Building Permit","Single Family Residence New","Issued",,
"09/25/2017","P17BP05973","Building Permit","Single Family Residence Addition","Final",,
"09/25/2017","P17BP05968","Building Permit","Single Family Residence Alteration","Final",,
"09/25/2017","P17BP05965","Building Permit","Single Family Residence Addition","Application Expired",,
"09/25/2017","P17BP05963","Building Permit","Single Family Residence Addition","Final",,
"09/25/2017","P17BP05960","Building Permit","Single Family Residence New","Final",,
"09/22/2017","P17BP05959","Building Permit","Single Family Residence Alteration","Final",,
"09/22/2017","P17BP05958","Building Permit","Single Family Residence Addition","Withdrawn",,
"09/22/2017","P17BP05957","Building Permit","Commercial Building Addition","C of O",,
"09/22/2017","P17BP05954","Building Permit","Single Family Residence Alteration","Permit Expired",,
"09/22/2017","P17BP05953","Building Permit","Commercial Building Other","Final",,
"09/22/2017","P17BP05952","Building Permit","Single Family Residence Addition","Issued",,
"09/22/2017","P17BP05951","Building Permit","Single Family Residence New","Issued",,
"09/22/2017","P17BP05949","Building Permit","Single Family Residence New","Final",,
"09/22/2017","P17BP05946","Building Permit","Single Family Residence New","Final",,
"09/22/2017","P17BP05944","Building Permit","Single Family Residence New","Final",,
"09/21/2017","P17BP05929","Building Permit","Single Family Residence New","Final",,
"09/21/2017","P17BP05927","Building Permit","Single Family Residence Addition","Issued",,
"09/21/2017","P17BP05925","Building Permit","Single Family Residence Other","Final",,
"09/21/2017","P17BP05924","Building Permit","Commercial Building Alteration","Issued",,
"09/21/2017","P17BP05921","Building Permit","Single Family Residence Alteration","Final",,
"09/21/2017","P17BP05915","Building Permit","Single Family Residence Alteration","Final",,
"09/21/2017","P17BP05914","Building Permit","Single Family Residence New","Final",,
"09/21/2017","P17BP05911","Building Permit","Single Family Residence New","Final",,
"09/21/2017","P17BP05910","Building Permit","Single Family Residence Addition","Permit Expired",,
"09/20/2017","P17BP05903","Building Permit","Single Family Residence Alteration","Final",,
"09/20/2017","P17BP05902","Building Permit","Single Family Residence Addition","Issued",,
"09/20/2017","P17BP05900","Building Permit","Single Family Residence New","Application Expired",,
"09/20/2017","P17BP05890","Building Permit","Single Family Residence New","Final",,
"09/20/2017","P17BP05889","Building Permit","Single Family Residence New","Final",,
"09/20/2017","P17BP05883","Building Permit","Single Family Residence Other","Final",,
"09/20/2017","P17BP05879","Building Permit","Single Family Residence Addition","Final",,
"09/20/2017","P17BP05877","Building Permit","Single Family Residence New","Permit Expired",,
"09/20/2017","P17BP05870","Building Permit","Single Family Residence New","Final",,
"09/20/2017","P17BP05867","Building Permit","Single Family Residence Addition","Application Expired",,
"09/20/2017","P17BP05864","Building Permit","Single Family Residence Addition","Final",,
"09/19/2017","P17BP05858","Building Permit","Single Family Residence Addition","Application Expired",,
"09/19/2017","P17BP05854","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2017","P17BP05849","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2017","P17BP05846","Building Permit","Single Family Residence New","Issued",,
"09/19/2017","P17BP05846","Building Permit","Single Family Residence New","Issued",,
"09/19/2017","P17BP05845","Building Permit","Single Family Residence Addition","Final",,
