"Address",
"10195  S  HOUGHTON  RD   71  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   72  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   73  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   74  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   75  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   76  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   77  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   78  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   79  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   8  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   80  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   81  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   82  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   83  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   84  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   85  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   86  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   87  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   88  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   89  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   9  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   90  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   91  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   92  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   93  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   94  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   95  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   96  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   97A  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   97B  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   98A  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   98B  TUCSON,  AZ  85747",
"10195  S  HOUGHTON  RD   99  TUCSON,  AZ  85747",
"10196  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10196  E  CARDIFF  PL    TUCSON,  AZ  85748",
"10196  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10196  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10196  E  KENSINGTON  DR    TUCSON,  AZ  85748",
"10196  E  MARY  DR    TUCSON,  AZ  85730",
"10196  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10196  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10196  E  SONORAN HEIGHTS  PL    TUCSON,  AZ  85748",
"10196  N  INVERRARY  PL    TUCSON,  AZ  85737",
"10196  N  NINE IRON  DR    TUCSON,  AZ  85737",
"10197  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10197  E  CARDIFF  PL    TUCSON,  AZ  85748",
"10197  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10197  E  EMILY  DR    TUCSON,  AZ  85730",
"10197  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10197  E  KENSINGTON  DR    TUCSON,  AZ  85748",
"10197  E  SONORAN HEIGHTS  PL    TUCSON,  AZ  85748",
"10197  E  SUNRISE MEADOW  PL    TUCSON,  AZ  85747",
"10197  E  WATSON  DR    TUCSON,  AZ  85730",
"10197  N  NINE IRON  DR    TUCSON,  AZ  85737",
"10198  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10198  E  DESERT GORGE  DR    TUCSON,  AZ  85747",
"10198  E  DESERT PARADISE  PL    TUCSON,  AZ  85747",
"10198  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10198  E  PASEO JUAN TABO     TUCSON,  AZ  85747",
"10198  E  SUNRISE MEADOW  PL    TUCSON,  AZ  85747",
"10198  E  WATSON  DR    TUCSON,  AZ  85730",
"10198  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10199  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10199  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10199  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10199  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10199  E  SPEEDWAY  BL    TUCSON,  AZ  85748",
"10199  N  AVRA VISTA  DR    MARANA,  AZ  85653",
"10199  N  INVERRARY  PL    TUCSON,  AZ  85737",
"10199  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10199  S  HOUGHTON  RD    TUCSON,  AZ  85747",
"102  E  1ST  ST    TUCSON,  AZ  85705",
"102  E  36TH  ST    TUCSON,  AZ  85713",
"102  E  ADYTUM  PL    VAIL,  AZ  85641",
"102  E  AJO  WY    TUCSON,  AZ  85713",
"102  E  ALTURAS  ST    TUCSON,  AZ  85705",
"102  E  AVIATION  DR    TUCSON,  AZ  85714",
"102  E  BROADWAY  BL    TUCSON,  AZ  85701",
"102  E  CALLE DEL CAPULLO     GREEN VALLEY,  AZ  85614",
"102  E  CALLE DEL RONDADOR     SAHUARITA,  AZ  85629",
"102  E  CALLE VIVAZ     GREEN VALLEY,  AZ  85614",
"102  E  CAMBRIDGE  DR    TUCSON,  AZ  85704",
"102  E  CAMINO TIERRA MONTANA     SAHUARITA,  AZ  85629",
"102  E  CHELSEA  CT    TUCSON,  AZ  85704",
"102  E  COLUMBIA  ST    TUCSON,  AZ  85714",
"102  E  CORONA  RD    TUCSON,  AZ  85756",
"102  E  CORTE RANCHO CENTRO     SAHUARITA,  AZ  85629",
"102  E  COUNCIL  ST    TUCSON,  AZ  85701",
"102  E  DELTA  RD    TUCSON,  AZ  85706",
"102  E  DISTRICT  ST    TUCSON,  AZ  85714",
"102  E  ELIXIR  PL    TUCSON,  AZ  85755",
"102  E  ELM  ST    TUCSON,  AZ  85705",
"102  E  ELVADO  RD    TUCSON,  AZ  85756",
"102  E  FAIRGROUND  DR    TUCSON,  AZ  85714",
"102  E  FIREWHEEL  PL    TUCSON,  AZ  85755",
"102  E  FLORES  ST    TUCSON,  AZ  85705",
"102  E  FORREST FEEZOR  ST    VAIL,  AZ  85641",
"102  E  GREEN HERON  PL    GREEN VALLEY,  AZ  85614",
"102  E  GUINN  RD    AJO,  AZ  85321",
"102  E  HIGGINS  RD    AJO,  AZ  85321",
"102  E  INEZ  ST    TUCSON,  AZ  85756",
"102  E  JACINTO  ST    TUCSON,  AZ  85705",
"102  E  KELSO  ST    TUCSON,  AZ  85705",
"102  E  LA GROSELLA     GREEN VALLEY,  AZ  85614",
"102  E  LA PERA     GREEN VALLEY,  AZ  85614",
"102  E  LA SOLEDAD     GREEN VALLEY,  AZ  85614",
"102  E  LAGUNA  ST    TUCSON,  AZ  85705",
"102  E  LEE  ST    TUCSON,  AZ  85705",
"102  E  LINCOLN  ST    TUCSON,  AZ  85714",
"102  E  LOS ARCOS     GREEN VALLEY,  AZ  85614",
"102  E  LOS MANGOS     GREEN VALLEY,  AZ  85614",
"102  E  MAC IVER  PL    TUCSON,  AZ  85705",
"102  E  MAGEE  RD    TUCSON,  AZ  85704",
"102  E  PALMDALE  ST    TUCSON,  AZ  85714",
"102  E  PASTIME  RD    TUCSON,  AZ  85705",
"102  E  PENNSYLVANIA  DR    TUCSON,  AZ  85714",
"102  E  RODEO  DR    TUCSON,  AZ  85714",
"102  E  SANTA REBECCA  DR    GREEN VALLEY,  AZ  85614",
"102  E  SPEEDWAY  BL    TUCSON,  AZ  85705",
"102  E  SUSANA  ST    TUCSON,  AZ  85756",
"102  E  UNIVERSITY  BL    TUCSON,  AZ  85705",
"102  E  WETMORE  RD    TUCSON,  AZ  85705",
"102  N  ALVERNON  WY    TUCSON,  AZ  85711",
"102  N  AVENIDA CAROLINA     TUCSON,  AZ  85711",
"102  N  AVENIDA DE SAN RAMON     TUCSON,  AZ  85710",
"102  N  BELLA VISTA  DR    TUCSON,  AZ  85745",
"102  N  BENT RIDGE  DR    GREEN VALLEY,  AZ  85614",
"102  N  BRYANT  AV    TUCSON,  AZ  85711",
"102  N  CRAYCROFT  RD    TUCSON,  AZ  85711",
"102  N  JACOBUS  AV    TUCSON,  AZ  85705",
"102  N  LANGLEY  AV    TUCSON,  AZ  85710",
"102  N  LARKIN  DR    VAIL,  AZ  85641",
"102  N  MELWOOD  AV    TUCSON,  AZ  85745",
"102  N  PLUMER  AV    TUCSON,  AZ  85719",
"102  N  TREAT  AV    TUCSON,  AZ  85716",
"102  N  VINE  AV    TUCSON,  AZ  85719",
"102  N  WELLSPRING  DR    GREEN VALLEY,  AZ  85614",
"102  N  WILMOT  RD    TUCSON,  AZ  85710",
"102  S  BELLA VISTA  DR    TUCSON,  AZ  85745",
"102  S  BEYERVILLE  PL    SAHUARITA,  AZ  85629",
"102  S  BONANZA  AV    TUCSON,  AZ  85748",
"102  S  CALLE DE JARDIN     TUCSON,  AZ  85711",
"102  S  GRANDE  AV    TUCSON,  AZ  85745",
"102  S  KOLB  RD    TUCSON,  AZ  85710",
"102  S  LAURELTON  WY    TUCSON,  AZ  85748",
"102  S  LONGFELLOW  AV    TUCSON,  AZ  85711",
"102  S  MELROSE  AV    TUCSON,  AZ  85745",
"102  S  MONTGOMERY  AV    VAIL,  AZ  85641",
"102  S  NASHVILLE  AV    VAIL,  AZ  85641",
"102  S  PASEO QUINTA     GREEN VALLEY,  AZ  85614",
"102  S  SHERWOOD VILLAGE  DR    TUCSON,  AZ  85710",
"102  S  SWAN  RD    TUCSON,  AZ  85711",
"102  W  20TH  ST    TUCSON,  AZ  85701",
"102  W  21ST  ST    TUCSON,  AZ  85701",
"102  W  25TH  ST    TUCSON,  AZ  85713",
"102  W  29TH  ST    TUCSON,  AZ  85713",
"102  W  30TH  ST    TUCSON,  AZ  85713",
"102  W  34TH  ST    TUCSON,  AZ  85713",
"102  W  ALTURAS  ST    TUCSON,  AZ  85705",
"102  W  ANDREW POTTER  ST    VAIL,  AZ  85641",
"102  W  AVIATION  DR    TUCSON,  AZ  85714",
"102  W  BILBY  RD    TUCSON,  AZ  85706",
"102  W  BIRDMAN  DR    TUCSON,  AZ  85705",
"102  W  BLACKLIDGE  DR    TUCSON,  AZ  85705",
"102  W  BORREGO  ST    TUCSON,  AZ  85706",
"102  W  CALLE ANTONIA     TUCSON,  AZ  85706",
"102  W  CALLE CANON DE FABER     GREEN VALLEY,  AZ  85614",
"102  W  CALLE CASTILE     TUCSON,  AZ  85756",
"102  W  CALLE DEL ANO     GREEN VALLEY,  AZ  85614",
"102  W  CALLE DEL TIEMPO     GREEN VALLEY,  AZ  85614",
"102  W  CALLE EVELINA     TUCSON,  AZ  85706",
"102  W  CALLE GARCIA     TUCSON,  AZ  85706",
"102  W  CALLE MANANTIAL KENT     GREEN VALLEY,  AZ  85614",
"102  W  CALLE MARGARITA     TUCSON,  AZ  85706",
"102  W  CALLE NOGAL     GREEN VALLEY,  AZ  85614",
"102  W  CAMINO CUESTA ABAJO     SAHUARITA,  AZ  85629",
"102  W  CAMINO RANCHO FELICE     SAHUARITA,  AZ  85629",
"102  W  CAMINO RANCHO QUITO     SAHUARITA,  AZ  85629",
"102  W  CAMINO RANCHO VIEJO     SAHUARITA,  AZ  85629",
"102  W  COLUMBIA  ST    TUCSON,  AZ  85714",
"102  W  DELANO  ST    TUCSON,  AZ  85705",
"102  W  DISTRICT  ST    TUCSON,  AZ  85714",
"102  W  ELM  ST    TUCSON,  AZ  85705",
"102  W  ELVIRA  RD    TUCSON,  AZ  85756",
"102  W  ERIC  ST    TUCSON,  AZ  85756",
"102  W  FLORES  ST    TUCSON,  AZ  85705",
"102  W  FREDDIE CANYON  WY    TUCSON,  AZ  85755",
"102  W  GLENN  ST    TUCSON,  AZ  85705",
"102  W  HATFIELD  ST    TUCSON,  AZ  85706",
"102  W  JACINTO  ST    TUCSON,  AZ  85705",
"102  W  KELSO  ST    TUCSON,  AZ  85705",
"102  W  KENTUCKY  ST    TUCSON,  AZ  85714",
"102  W  LA CANOA     GREEN VALLEY,  AZ  85614",
"102  W  LEE  ST    TUCSON,  AZ  85705",
"102  W  LINCOLN  ST    TUCSON,  AZ  85714",
"102  W  MACARTHUR  ST    TUCSON,  AZ  85714",
"102  W  MEADOWBROOK  DR    TUCSON,  AZ  85704",
"102  W  MICHIGAN  DR    TUCSON,  AZ  85714",
"102  W  MOSSMAN  RD    TUCSON,  AZ  85706",
"102  W  OHIO  ST    TUCSON,  AZ  85714",
"102  W  PALMA  DR    GREEN VALLEY,  AZ  85614",
"102  W  PALMDALE  ST    TUCSON,  AZ  85714",
"102  W  PASEO CELESTIAL     SAHUARITA,  AZ  85629",
"102  W  PASEO DEL CHINO     GREEN VALLEY,  AZ  85614",
"102  W  ROGER  RD    TUCSON,  AZ  85705",
"102  W  ROSA  DR    GREEN VALLEY,  AZ  85614",
"102  W  SAHUARO VISTA     TUCSON,  AZ  85704",
"102  W  SAHUARO  ST    TUCSON,  AZ  85705",
"102  W  SANTA MARIA  ST    TUCSON,  AZ  85706",
"102  W  SANTA PAULA  ST    TUCSON,  AZ  85706",
"102  W  SUFFOLK  DR    TUCSON,  AZ  85704",
"102  W  VETERANS  BL    TUCSON,  AZ  85713",
"102  W  WILLIAM CAREY  ST    VAIL,  AZ  85641",
"102  W  OHIO  ST   1 - 4  TUCSON,  AZ  85714",
"102  E  BLACKLIDGE  DR   1  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   101  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   102  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   103  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   104  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   105  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   106  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   107  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1101  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1102  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1103  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1104  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1105  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1106  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1107  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1108  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1109  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1110  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1201  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1202  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1203  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1204  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1205  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1206  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1207  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1208  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1209  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1210  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1301  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1302  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1303  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1304  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1305  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1306  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1307  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1308  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1309  TUCSON,  AZ  85705",
"102  W  ROGER  RD   1310  TUCSON,  AZ  85705",
"102  W  VETERANS  BL   1-6  TUCSON,  AZ  85713",
"102  E  BLACKLIDGE  DR   2  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   201  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   202  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   203  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   204  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   205  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   206  TUCSON,  AZ  85705",
"102  E  MOHAVE  RD   207  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2101  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2102  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2103  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2104  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2105  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2106  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2107  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2108  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2109  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2110  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2201  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2202  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2203  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2204  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2205  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2206  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2207  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2208  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2209  TUCSON,  AZ  85705",
"102  W  ROGER  RD   2210  TUCSON,  AZ  85705",
"102  E  ALTURAS  ST   A  TUCSON,  AZ  85705",
"102  S  PASEO QUINTA    A  GREEN VALLEY,  AZ  85614",
"102  E  ALTURAS  ST   B  TUCSON,  AZ  85705",
"1020  E  12TH  ST    TUCSON,  AZ  85719",
"1020  E  17TH  ST    TUCSON,  AZ  85719",
"1020  E  20TH  ST    TUCSON,  AZ  85719",
"1020  E  26TH  ST    TUCSON,  AZ  85713",
"1020  E  27TH  ST    TUCSON,  AZ  85713",
"1020  E  28TH  ST    TUCSON,  AZ  85713",
"1020  E  30TH  ST    TUCSON,  AZ  85713",
"1020  E  31ST  ST    TUCSON,  AZ  85713",
"1020  E  32ND  ST    TUCSON,  AZ  85713",
"1020  E  33RD  ST    TUCSON,  AZ  85713",
"1020  E  35TH  ST    TUCSON,  AZ  85713",
"1020  E  6TH  ST    TUCSON,  AZ  85719",
"1020  E  CALLE ANTONIA     TUCSON,  AZ  85706",
"1020  E  CAMINO DE LOS PADRES     TUCSON,  AZ  85718",
"1020  E  COPPER  ST    TUCSON,  AZ  85719",
"1020  E  EDISON  ST    TUCSON,  AZ  85719",
"1020  E  EMPIRE CANYON  LN    SAHUARITA,  AZ  85629",
"1020  E  FENLEY  DR    TUCSON,  AZ  85756",
"1020  E  GANLEY  RD    TUCSON,  AZ  85706",
"1020  E  GLENN  ST    TUCSON,  AZ  85719",
"1020  E  GRANT  RD    TUCSON,  AZ  85719",
"1020  E  HALCYON  RD    TUCSON,  AZ  85719",
"1020  E  HEDRICK  DR    TUCSON,  AZ  85719",
"1020  E  HELEN  ST    TUCSON,  AZ  85719",
"1020  E  INA  RD    TUCSON,  AZ  85718",
"1020  E  KENTUCKY  ST    TUCSON,  AZ  85714",
"1020  E  KING  ST    TUCSON,  AZ  85719",
"1020  E  LINDEN  ST    TUCSON,  AZ  85719",
"1020  E  LUMBERJACK  TR    SAHUARITA,  AZ  85629",
"1020  E  MAGEE  RD    TUCSON,  AZ  85718",
"1020  E  MILES  ST    TUCSON,  AZ  85719",
"1020  E  PALMDALE  ST    TUCSON,  AZ  85714",
"1020  E  PROVIDENCE CANYON  DR    SAHUARITA,  AZ  85629",
"1020  E  SENECA  ST    TUCSON,  AZ  85719",
"1020  E  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1020  E  SILVERTREE  DR    TUCSON,  AZ  85718",
"1020  E  SIMMONS  ST    TUCSON,  AZ  85719",
"1020  E  STRONGHOLD CANYON  LN    SAHUARITA,  AZ  85629",
"1020  E  UNIVERSITY  BL    TUCSON,  AZ  85719",
"1020  E  VIA ENTRADA     TUCSON,  AZ  85718",
"1020  E  VIA LINTERNA     TUCSON,  AZ  85718",
"1020  E  VIA LUCITAS     TUCSON,  AZ  85718",
"1020  E  VIA SOLEDAD     TUCSON,  AZ  85718",
"1020  E  WAVERLY  ST    TUCSON,  AZ  85719",
"1020  E  WILEY SQUIRREL  LN    SAHUARITA,  AZ  85629",
"1020  E  WYOMING  ST    TUCSON,  AZ  85706",
"1020  N  1ST  AV    TUCSON,  AZ  85719",
"1020  N  6TH  AV    TUCSON,  AZ  85705",
"1020  N  AVENIDA AGUILA     TUCSON,  AZ  85748",
"1020  N  BENTON  AV    TUCSON,  AZ  85711",
"1020  N  CAMERON  AV    AJO,  AZ  85321",
"1020  N  CAMINO MIRAFLORES     TUCSON,  AZ  85745",
"1020  N  CAMPBELL  AV    TUCSON,  AZ  85719",
"1020  N  CARIBE  AV    TUCSON,  AZ  85710",
"1020  N  CATALINA  AV    TUCSON,  AZ  85711",
"1020  N  COUNTRY CLUB  RD    TUCSON,  AZ  85716",
"1020  N  D'ARMITT  AV    AJO,  AZ  85321",
"1020  N  DEL VALLE  PL    TUCSON,  AZ  85711",
"1020  N  EAGLE HOLLOW  RD    GREEN VALLEY,  AZ  85614",
"1020  N  EUCLID  AV    TUCSON,  AZ  85719",
"1020  N  HOLLY  AV    TUCSON,  AZ  85716",
"1020  N  INDEPENDENCE  AV    TUCSON,  AZ  85748",
"1020  N  JEFFERSON  AV    AJO,  AZ  85321",
"1020  N  KEESAL  AV    TUCSON,  AZ  85710",
"1020  N  KILBRIGHT  AV    AJO,  AZ  85321",
"1020  N  LA CANOA     GREEN VALLEY,  AZ  85614",
"1020  N  NORTHERN VISTA  PL    TUCSON,  AZ  85748",
"1020  N  PASEO DE GOLF     GREEN VALLEY,  AZ  85614",
"1020  N  PERRY  AV    TUCSON,  AZ  85705",
"1020  N  PLACITA YOAS     GREEN VALLEY,  AZ  85614",
"1020  N  RAMS HEAD  RD    GREEN VALLEY,  AZ  85614",
"1020  N  RETA  DR    VAIL,  AZ  85641",
"1020  N  ROSEDALE  AV    AJO,  AZ  85321",
"1020  N  SILVERBELL  RD    TUCSON,  AZ  85745",
"1020  N  SOLAR  DR    VAIL,  AZ  85641",
"1020  N  THOMPSON  AV    AJO,  AZ  85321",
"1020  N  TYNDALL  AV    TUCSON,  AZ  85719",
"1020  N  VIA ROMA     TUCSON,  AZ  85745",
"1020  N  VIA VERANO     TUCSON,  AZ  85710",
"1020  N  WENTWORTH  RD    VAIL,  AZ  85641",
"1020  N  WOODLAND  AV    TUCSON,  AZ  85711",
"1020  S  3RD  AV    TUCSON,  AZ  85701",
"1020  S  6TH  AV    TUCSON,  AZ  85701",
"1020  S  ASHLAND  AV    VAIL,  AZ  85641",
"1020  S  CALLE DE LA TEMPORADA     GREEN VALLEY,  AZ  85614",
"1020  S  CAMINO DE LAS COLINAS     TUCSON,  AZ  85748",
"1020  S  DESERT SENNA  LP    TUCSON,  AZ  85748",
"1020  S  EUCLID  AV    TUCSON,  AZ  85719",
"1020  S  LA HIGUERA     GREEN VALLEY,  AZ  85614",
"1020  S  LA HUERTA     GREEN VALLEY,  AZ  85614",
"1020  S  REDFORD  DR    VAIL,  AZ  85641",
"1020  S  RIPARIAN  AV    TUCSON,  AZ  85748",
"1020  S  SECO  PL    TUCSON,  AZ  85710",
"1020  S  SIDNEY  AV    TUCSON,  AZ  85711",
"1020  S  TYNDALL  AV    TUCSON,  AZ  85719",
"1020  W  ARBOR RIDGE  DR    GREEN VALLEY,  AZ  85614",
"1020  W  CALLE CONCORDIA     TUCSON,  AZ  85704",
"1020  W  CALLE DEL REGALO     GREEN VALLEY,  AZ  85614",
"1020  W  CAMINO ASTURIAS     GREEN VALLEY,  AZ  85622",
"1020  W  CAMINO DESIERTO     TUCSON,  AZ  85704",
"1020  W  CAMINO HOMBRE VIEJO     SAHUARITA,  AZ  85629",
"1020  W  CAMINO SAGASTA     GREEN VALLEY,  AZ  85622",
"1020  W  CAMINO VELASQUEZ     GREEN VALLEY,  AZ  85622",
"1020  W  CAROLYN  DR    TUCSON,  AZ  85704",
"1020  W  COMOBABI  DR    TUCSON,  AZ  85704",
"1020  W  COOL  DR    TUCSON,  AZ  85704",
"1020  W  DELAWARE  ST    TUCSON,  AZ  85745",
"1020  W  DISTRICT  ST    TUCSON,  AZ  85714",
"1020  W  DREAM CHASER  CT    TUCSON,  AZ  85737",
"1020  W  EBNER  PL    TUCSON,  AZ  85714",
"1020  W  ERIE  ST    TUCSON,  AZ  85745",
"1020  W  FOX RIDGE  LN    TUCSON,  AZ  85737",
"1020  W  GREEN PEBBLE  DR    TUCSON,  AZ  85755",
"1020  W  HURON  ST    TUCSON,  AZ  85745",
"1020  W  LAS LOMITAS  RD    TUCSON,  AZ  85704",
"1020  W  LINCOLN  ST    TUCSON,  AZ  85714",
"1020  W  LIND  ST    TUCSON,  AZ  85705",
"1020  W  LONE MESQUITE  DR    TUCSON,  AZ  85755",
"1020  W  LOS ALTOS  RD    TUCSON,  AZ  85704",
"1020  W  MICHIGAN  ST    TUCSON,  AZ  85714",
"1020  W  OLETA  DR    TUCSON,  AZ  85704",
"1020  W  ONTARIO  ST    TUCSON,  AZ  85745",
"1020  W  ORANGE GROVE  RD    TUCSON,  AZ  85704",
"1020  W  PANORAMA  RD    TUCSON,  AZ  85704",
"1020  W  PENNSYLVANIA  ST    TUCSON,  AZ  85714",
"1020  W  PLACITA DE LA COTONIA     GREEN VALLEY,  AZ  85622",
"1020  W  PLACITA VARGAS     GREEN VALLEY,  AZ  85614",
"1020  W  PRINCE  RD    TUCSON,  AZ  85705",
"1020  W  RIO GUAYMAS     GREEN VALLEY,  AZ  85614",
"1020  W  RIO MAGDALENA     GREEN VALLEY,  AZ  85614",
"1020  W  SADDLEHORN  DR    TUCSON,  AZ  85737",
"1020  W  SAINT MARYS  RD    TUCSON,  AZ  85745",
"1020  W  SAN NICOLAS  CI    TUCSON,  AZ  85704",
"1020  W  SCHAFER  DR    TUCSON,  AZ  85705",
"1020  W  SCHWARTZ  RD    AJO,  AZ  85321",
"1020  W  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1020  W  SOFT WIND  PL    TUCSON,  AZ  85737",
"1020  W  SONORA  ST    TUCSON,  AZ  85745",
"1020  W  STARR PASS  BL    TUCSON,  AZ  85713",
"1020  W  VIA SAN MIGUEL     GREEN VALLEY,  AZ  85614",
"1020  W  WHEATRIDGE  DR    TUCSON,  AZ  85704",
"1020  E  18TH  ST   1  TUCSON,  AZ  85719",
"1020  E  24TH  ST   1  TUCSON,  AZ  85713",
"1020  E  MILES  ST   1  TUCSON,  AZ  85719",
"1020  E  SILVER  ST   1  TUCSON,  AZ  85719",
"1020  W  SCHWARTZ  RD   1  AJO,  AZ  85321",
"1020  E  PALMDALE  ST   100  TUCSON,  AZ  85714",
"1020  N  TYNDALL  AV   1001  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1002  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1003  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1004  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1005  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1006  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1007  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1008  TUCSON,  AZ  85719",
"1020  N  TYNDALL  AV   1009  TUCSON,  AZ  85719",
